Ubicazione
VIA TAORMINA N. 40 con ingresso in via murat; (z.d. 9)
VIA TARAMELLI TORQUATO N. 68 ; (z.d. 2)
VIA TARAMELLI TORQUATO N. 70 ; (z.d. 2)
VIA TARRA GIULIO N. 6 (z.d. 2)
VIA TARRA GIULIO N. 6 ; (z.d. 2)
VIA TARTINI GIUSEPPE N. 12 ; (z.d. 9)
VIA TARTINI GIUSEPPE N. 2 (z.d. 9)
VIA TARTINI GIUSEPPE N. 2 ; (z.d. 9)
VIA TARTINI GIUSEPPE N. 37 ingresso da via candiani; (z.d. 9)
VIA TARTINI GIUSEPPE n. 34 (z.d. 9)
VIA TARTINI GIUSEPPE num.002a; (z.d. 7)
VIA TAVAZZANO N. 10 ; (z.d. 8)
VIA TAVAZZANO N. 12 ; (z.d. 8)
VIA TAVAZZANO N. 14 ; (z.d. 8)
VIA TEANO N. 2 ; (z.d. 9)
VIA TEANO N. 28 ; (z.d. 9)
VIA TEANO N. 36 ; (z.d. 9)
VIA TEANO N. 8 ; (z.d. 9)
VIA TELLINI ENRICO N. 2 ; (z.d. 8)
VIA TENCA CARLO N. 10 (z.d. 2)
VIA TENCA CARLO N. 24 (z.d. 2)
VIA TENCA CARLO N. 24 diffida per manc.qualifica; (z.d. 2)
VIA TEODOSIO N. 100 ; (z.d. 3)
VIA TEODOSIO N. 104 ; (z.d. 3)
VIA TEODOSIO N. 18 ; (z.d. 3)
VIA TEODOSIO N. 20 ; (z.d. 3)
VIA TEODOSIO N. 33 (z.d. 3)
VIA TEODOSIO N. 33 ; (z.d. 3)
VIA TEODOSIO N. 37 ; (z.d. 3)
VIA TEODOSIO N. 56 ; (z.d. 3)
VIA TEODOSIO N. 6 ; (z.d. 3)
VIA TEODOSIO N. 60 ; (z.d. 3)
VIA TEODOSIO N. 74 ; (z.d. 3)
VIA TEODOSIO N. 80 (z.d. 3)
VIA TEODOSIO N. 82 p. rialzato; (z.d. 3)
VIA TEODOSIO N. 83 (z.d. 3)
VIA TERAMO N. 31 (z.d. 6)
VIA TERAMO N. 31 ; (z.d. 6)
VIA TERMOPILI N. 29 ; (z.d. 2)
VIA TERRAGGIO N. 23 p.t. + piano interrato; (z.d. 1)
VIA TERRUGGIA GIOVANNI N. 1 ; (z.d. 9)
VIA TERRUGGIA GIOVANNI N. 34 ; (z.d. 9)
VIA TERTULLIANO N. 34 (z.d. 4)
VIA TERTULLIANO N. 35 ; (z.d. 4)
VIA TESSA DELIO N. 2 ; (z.d. 1)
VIA TEULIE' PIETRO N. 5 ; (z.d. 5)
VIA THAON DI REVEL GENOVA N. 10 ; (z.d. 9)
VIA TIEPOLO GIAN BATTISTA N. 1 ; (z.d. 3)
VIA TIRABOSCHI GEROLAMO N. 1 ; (z.d. 4)
VIA TIRABOSCHI GEROLAMO N. 15 ; (z.d. 4)
VIA TIRABOSCHI GEROLAMO N. 3 ; (z.d. 4)
VIA TIRABOSCHI GEROLAMO N. 6 ; (z.d. 4)
VIA TIRSO N. 4 ; (z.d. 5)
VIA TITO LIVIO N. 11 ; (z.d. 4)
VIA TITO LIVIO N. 17 via tito livio  17 (z.d. 4)
VIA TITO LIVIO N. 20 ; (z.d. 4)
VIA TITO LIVIO N. 22 ; (z.d. 4)
VIA TITO LIVIO N. 24 ; (z.d. 4)
VIA TITO LIVIO N. 25 ; (z.d. 4)
VIA TITO LIVIO N. 26 ; (z.d. 4)
VIA TITO LIVIO N. 33 ; (z.d. 4)
VIA TITO LIVIO N. 37 ; (z.d. 4)
VIA TIVOLI N. 8 ; (z.d. 1)
VIA TIZIANO VECELLIO N. 15 ; (z.d. 8)
VIA TIZIANO VECELLIO N. 19 (z.d. 8)
VIA TOLMEZZO num.005; (z.d. 3)
VIA TOLMEZZO num.0121; (z.d. 3)
VIA TOLSTOI LEONE N. 17 ing. pubb. via giambellino; (z.d. 6)
VIA TOLSTOI LEONE N. 31 ; (z.d. 6)
VIA TOLSTOI LEONE N. 37 ; (z.d. 6)
VIA TOLSTOI LEONE N. 40 ; (z.d. 6)
VIA TOLSTOI LEONE N. 53 ; (z.d. 6)
VIA TOLSTOI LEONE N. 70 ; (z.d. 6)
VIA TOLSTOI LEONE num.0241; (z.d. 6)
VIA TONOLI RITA N. 1 ; (z.d. 8)
VIA TORINO N. 23 ; (z.d. 1)
VIA TORINO N. 57 2^ piano; (z.d. 1)
VIA TORINO N. 64 ; (z.d. 1)
VIA TORRE CARLO N. 37 ; (z.d. 6)
VIA TORRE CARLO N. 45 ; (z.d. 6)
VIA TORRIANI NAPO N. 12 (z.d. 2)
VIA TORRIANI NAPO N. 12 con ingresso boscovich 22; (z.d. 2)
VIA TORRIANI NAPO N. 22 (z.d. 2)
VIA TORRICELLI EVANGELISTA N. 10 ; (z.d. 5)
VIA TORRICELLI EVANGELISTA N. 21 ; (z.d. 5)
VIA TORRICELLI EVANGELISTA N. 3 (z.d. 5)
VIA TORRICELLI EVANGELISTA N. 9 ; (z.d. 5)
VIA TORTONA N. 19 ; (z.d. 6)
VIA TOSCOLANO N. 1 ; (z.d. 4)
VIA TOSELLI PIETRO N. 1 (z.d. 2)
VIA TOSI FRANCO N. 14 ; (z.d. 6)
VIA TRAIANO MARCO ULPIO N. 11 ; (z.d. 9)
VIA TRAIANO MARCO ULPIO N. 11 con ingr. viale teodorico 26; (z.d. 9)
VIA TRAIANO MARCO ULPIO N. 50 ; (z.d. 9)
VIA TRAIANO MARCO ULPIO N. 58 via traiano 58 (z.d. 8)
VIA TRAIANO MARCO ULPIO N. 62 ; (z.d. 9)
VIA TRAIANO MARCO ULPIO N. 64 (z.d. 8)
VIA TRAIANO MARCO ULPIO N. 64 ; (z.d. 9)
VIA TRAU' N. 2 ; (z.d. 9)
VIA TRAU' N. 2 piano terra; (z.d. 9)
VIA TRECCANI DEGLI ALFIERI GIOVANNI N. 16 ; (z.d. 5)
VIA TRENNO N. 15 ; (z.d. 8)
VIA TRIESTE N. 15 ; (z.d. 7)
VIA TRIESTE N. 19 (z.d. 7)
VIA TRIESTE N. 19 ; (z.d. 7)
VIA TRILUSSA N. 15 tras.stesso n. civico; (z.d. 8)
VIA TRINCEA DELLE FRASCHE N. 1 (z.d. 5)
VIA TRINCEA DELLE FRASCHE N. 1 ; (z.d. 5)
VIA TRIVULZIO ANTONIO TOLOMEO N. 2 (z.d. 7)
VIA TRIVULZIO ANTONIO TOLOMEO N. 30 seminterrato; (z.d. 7)
VIA TRIVULZIO ANTONIO TOLOMEO N. 4 ; (z.d. 7)
VIA TURATI FILIPPO N. 26 (z.d. 1)
VIA TURATI FILIPPO N. 29 ; (z.d. 1)
VIA TURATI FILIPPO N. 3 ; (z.d. 1)
VIA UBERTI GIULIO N. 18 ; (z.d. 3)
VIA UBERTI GIULIO N. 5 ; (z.d. 3)
VIA UCCELLO PAOLO N. 14 (z.d. 8)
VIA UGONI CAMILLO N. 6 ; (z.d. 9)
VIA URBANO III N. 3 ; (z.d. 1)
VIA VAL BAVONA N. 3 ; (z.d. 6)
VIA VAL CISMON N. 4 ; (z.d. 9)
VIA VAL D'INTELVI N. 24 ; (z.d. 7)
VIA VAL DI BONDO N. 10 ; (z.d. 9)
VIA VAL DI BONDO N. 14 (z.d. 9)
VIA VAL DI BONDO N. 2 ; (z.d. 9)
VIA VAL DI BONDO N. 6 ; (z.d. 9)
VIA VAL DI LEDRO N. 11 ; (z.d. 9)
VIA VAL DI SOLE N. 10 ; (z.d. 5)
VIA VAL DI SOLE N. 22 ; (z.d. 5)
VIA VAL GARDENA N. 25 ; (z.d. 2)
VIA VAL LEVENTINA N. 3 ; (z.d. 7)
VIA VAL MAIRA N. 14 ; (z.d. 9)
VIA VAL MAIRA N. 4 (z.d. 9)
VIA VAL MAIRA N. 6 ; (z.d. 9)
VIA VAL MESOLCINA N. 2 ; (z.d. 4)
VIA VAL MESOLCINA N. 2 piano seminterrato; (z.d. 4)
VIA VAL TROMPIA N. 11 ; (z.d. 8)
VIA VAL TROMPIA N. 15 ; (z.d. 8)
VIA VAL TROMPIA N. 33 ; (z.d. 8)
VIA VAL TROMPIA N. 41 (z.d. 8)
VIA VAL TROMPIA N. 43 ; (z.d. 8)
VIA VAL TROMPIA N. 45 (z.d. 8)
VIA VAL TROMPIA N. 49 ; (z.d. 8)
VIA VAL TROMPIA N. 9 ; (z.d. 8)
VIA VALENZA N. 5 via valenza  5 (z.d. 6)
VIA VALFURVA N. 1 ; (z.d. 9)
VIA VALFURVA N. 2 ; (z.d. 9)
VIA VALFURVA N. 4 ; (z.d. 9)
VIA VALLA LORENZO N. 14 (z.d. 5)
VIA VALLA LORENZO N. 14 ; (z.d. 5)
VIA VALLA LORENZO N. 25 ; (z.d. 5)
VIA VALLA LORENZO num.02520; (z.d. 5)
VIA VALLARSA N. 1 ; (z.d. 5)
VIA VALLAZZE N. 101 ; (z.d. 3)
VIA VALLAZZE N. 20 ; (z.d. 3)
VIA VALLAZZE N. 66 (z.d. 3)
VIA VALLAZZE N. 66 ; (z.d. 3)
VIA VALLAZZE N. 78 ; (z.d. 3)
VIA VALLAZZE N. 86 ; (z.d. 3)
VIA VALLAZZE N. 89 ; (z.d. 3)
VIA VALLE ANTRONA N. 1 ; (z.d. 7)
VIA VALLE ISORNO N. 8 ; (z.d. 7)
VIA VALPARAISO N. 5 ; (z.d. 6)
VIA VALPARAISO N. 9 ; (z.d. 6)
VIA VALPARAISO num.007; (z.d. 6)
VIA VALTELLINA N. 18 ; (z.d. 9)
VIA VALTELLINA N. 40 ; (z.d. 9)
VIA VANNUCCI ATTO N. 2 ing. via ripamonti; (z.d. 5)
VIA VANNUCCI ATTO N. 8 (z.d. 5)
VIA VANVITELLI LUIGI N. 1 ; (z.d. 3)
VIA VANVITELLI LUIGI num.006a; (z.d. 3)
VIA VARANINI LUIGI N. 12 (z.d. 2)
VIA VARANINI LUIGI N. 12 ; (z.d. 2)
VIA VARANINI LUIGI N. 26 ; (z.d. 2)
VIA VARANINI LUIGI N. 3 ; (z.d. 2)
VIA VARE' GIOVANNI BATTISTA N. 28 ; (z.d. 9)
VIA VARE' GIOVANNI BATTISTA N. 30 ; (z.d. 9)
VIA VARESE N. 1 ; (z.d. 1)
VIA VARESE N. 20 ; (z.d. 1)
VIA VARESE N. 4 ; (z.d. 1)
VIA VARESE N. 8 ; (z.d. 1)
VIA VARESINA N. 68 (z.d. 8)
VIA VARESINA N. 92 ; (z.d. 8)
VIA VEGLIA N. 7 ; (z.d. 9)
VIA VENEZIANO DOMENICO N. 5 ; (z.d. 4)
VIA VENIERO SEBASTIANO N. 16 ; (z.d. 8)
VIA VENINI GIULIO E CORRADO N. 1 ; (z.d. 2)
VIA VENINI GIULIO E CORRADO N. 43 (z.d. 2)
VIA VENINI GIULIO E CORRADO N. 61 ; (z.d. 2)
VIA VENINI GIULIO E CORRADO N. 62 ; (z.d. 2)
VIA VENINI GIULIO E CORRADO N. 65 ; (z.d. 2)
VIA VENINI GIULIO E CORRADO N. 70 ; (z.d. 2)
VIA VENINI GIULIO E CORRADO N. 91 ; (z.d. 2)
"VIA VENINI GIULIO E CORRADO N. 91 via venini, 91 (z.d. 2)"
VIA VENINI GIULIO E CORRADO N. 95 ; (z.d. 2)
VIA VENINI GIULIO E CORRADO num.014; (z.d. 3)
VIA VENOSA N. 6 ; (z.d. 4)
VIA VERATTI LUIGI N. 12 ; (z.d. 8)
VIA VERDI GIUSEPPE N. 2 ; (z.d. 1)
VIA VERGA ANDREA N. 22 ; (z.d. 7)
VIA VERGATO N. 1 ; (z.d. 9)
VIA VERGATO N. 2 ; (z.d. 9)
VIA VERITA' DON GIOVANNI N. 4 (z.d. 9)
VIA VERITA' DON GIOVANNI N. 4 ; (z.d. 9)
VIA VERRAZZANO GIOVANNI N. 1 ; (z.d. 2)
VIA VERRO BERNARDINO N. 45 ; (z.d. 5)
VIA VERRO BERNARDINO N. 49 ; (z.d. 5)
VIA VERRO BERNARDINO N. 62 ; (z.d. 5)
VIA VERRO BERNARDINO N. 7 ; (z.d. 5)
VIA VERTOIBA N. 3 ; (z.d. 4)
VIA VESPRI SICILIANI N. 13 ; (z.d. 6)
VIA VESPRI SICILIANI N. 30 ; (z.d. 6)
VIA VESPRI SICILIANI N. 90 ; (z.d. 6)
VIA VESPRI SICILIANI num.016; (z.d. 6)
VIA VETERE N. 9 ; (z.d. 1)
VIA VETTABBIA N. 1 ; (z.d. 1)
VIA VICO GIAN BATTISTA num.0046; (z.d. 1)
VIA VIGEVANO N. 1 ; (z.d. 6)
VIA VIGEVANO N. 14 ; (z.d. 6)
VIA VIGEVANO N. 20 ; (z.d. 6)
VIA VIGEVANO N. 3 ; (z.d. 6)
VIA VIGEVANO N. 45 ; (z.d. 6)
VIA VIGEVANO N. 7 (z.d. 6)
VIA VIGEVANO N. 8 ; (z.d. 6)
VIA VIGNA N. 5 ; (z.d. 1)
VIA VIGNATI CESARE N. 18 ; (z.d. 9)
VIA VIGNOLA N. 2 ; (z.d. 5)
VIA VIGNOLI TITO N. 37 ; (z.d. 6)
VIA VIGNOLI TITO N. 42 ; (z.d. 6)
VIA VIGNOLI TITO N. 53 ingr.via lorenteggio; (z.d. 6)
VIA VILLORESI EUGENIO N. 1 ; (z.d. 6)
VIA VILLORESI EUGENIO N. 28 ; (z.d. 6)
VIA VILLORESI EUGENIO N. 3 ; (z.d. 6)
VIA VILLORESI EUGENIO N. 4 ; (z.d. 6)
VIA VIMINALE N. 8 ; (z.d. 3)
VIA VIOTTI GIOVANNI BATTISTA N. 25 ; (z.d. 3)
VIA VIPACCO N. 4 con ingresso via brunico; (z.d. 2)
VIA VIPACCO N. 4 ingresso da via brunico 3; (z.d. 2)
VIA VIPACCO N. 6 ; (z.d. 2)
VIA VIPACCO N. 6 con ingr. in via brunico 5; (z.d. 2)
VIA VISCONTI ALEX num.022b; (z.d. 8)
VIA VISCONTI ALEX num.022c; (z.d. 8)
VIA VISCONTI D'ARAGONA ALESSANDRO N. 17 ; (z.d. 3)
VIA VISCONTI DI MODRONE UBERTO N. 38 seminterrato; (z.d. 1)
VIA VISCONTI DI MODRONE UBERTO N. 4 ; (z.d. 1)
VIA VITRUVIO N. 1 ; (z.d. 3)
VIA VITRUVIO N. 11 i piano; (z.d. 3)
VIA VITRUVIO N. 35 ; (z.d. 3)
VIA VITRUVIO N. 38 i piano; (z.d. 2)
VIA VITRUVIO N. 43 ; (z.d. 2)
VIA VITRUVIO N. 46 ; (z.d. 2)
VIA VITRUVIO N. 5 ; (z.d. 3)
VIA VITRUVIO N. 7 ; (z.d. 3)
VIA VITTADINI CARLO N. 5 ; (z.d. 5)
VIA VITTADINI CARLO N. 7 ; (z.d. 5)
VIA VITTANI GIOVANNI N. 1 ; (z.d. 8)
VIA VITTANI GIOVANNI N. 2 ; (z.d. 8)
VIA VITTORINI ELIO N. 14 ; (z.d. 4)
VIA VITTORINI ELIO N. 22 ; (z.d. 4)
VIA VIVAIO N. 14 ; (z.d. 1)
VIA VIVIANI VINCENZO N. 2 ; (z.d. 9)
VIA VODICE N. 1 ; (z.d. 7)
VIA VODICE N. 9 ; (z.d. 7)
VIA VOLTA ALESSANDRO N. 15 ; (z.d. 1)
VIA VOLTA ALESSANDRO N. 20 ; (z.d. 1)
VIA VOLTA ALESSANDRO N. 8 ; (z.d. 1)
VIA VOLTURNO N. 41 ; (z.d. 9)
VIA VOLVINIO N. 18 ; (z.d. 5)
VIA VOLVINIO N. 28 ; (z.d. 5)
VIA VOLVINIO N. 31 (z.d. 5)
VIA VOLVINIO N. 39 ; (z.d. 5)
VIA VOLVINIO N. 46 ; (z.d. 5)
VIA VOLVINIO N. 6 ; (z.d. 5)
VIA WASHINGTON GIORGIO N. 102 ; (z.d. 6)
VIA WASHINGTON GIORGIO N. 107 ; (z.d. 6)
VIA WASHINGTON GIORGIO N. 108 ; (z.d. 6)
VIA WASHINGTON GIORGIO N. 11 ; (z.d. 7)
VIA WASHINGTON GIORGIO N. 15 ; (z.d. 7)
VIA WASHINGTON GIORGIO N. 17 ; (z.d. 7)
VIA WASHINGTON GIORGIO N. 27 ; (z.d. 7)
VIA WASHINGTON GIORGIO N. 49 ; (z.d. 7)
VIA WASHINGTON GIORGIO N. 5 (z.d. 7)
VIA WASHINGTON GIORGIO N. 5 ; (z.d. 7)
VIA WASHINGTON GIORGIO N. 52 ; (z.d. 7)
VIA WASHINGTON GIORGIO N. 72 piano interrato; (z.d. 7)
VIA WASHINGTON GIORGIO N. 74 ; (z.d. 7)
VIA WASHINGTON GIORGIO N. 76 ; (z.d. 7)
VIA WASHINGTON GIORGIO N. 80 ; (z.d. 6)
VIA WASHINGTON GIORGIO N. 82 ; (z.d. 6)
VIA WASHINGTON GIORGIO num.057a; (z.d. 7)
VIA WATT GIACOMO N. 1 angolo via binda; (z.d. 6)
VIA WATT GIACOMO N. 16 ; (z.d. 6)
VIA WATT GIACOMO N. 4 ; (z.d. 6)
VIA WATT GIACOMO N. 5 (z.d. 6)
VIA WITTGENS FERNANDA N. 12 ; (z.d. 1)
VIA ZAMBALDI SILVIO N. 1 ; (z.d. 3)
VIA ZAMENHOF LUDOVICO LAZZARO N. 19 ; (z.d. 5)
VIA ZAMENHOF LUDOVICO LAZZARO N. 2 ; (z.d. 5)
VIA ZAMENHOF LUDOVICO LAZZARO N. 2 ingresso da via meda 13; (z.d. 5)
VIA ZANELLA GIACOMO N. 27 (z.d. 4)
VIA ZANELLA GIACOMO N. 27 ; (z.d. 4)
VIA ZANELLA GIACOMO N. 50 seminterrato; (z.d. 4)
VIA ZANELLA GIACOMO N. 60 ; (z.d. 4)
VIA ZANELLA GIACOMO N. 68 ; (z.d. 4)
VIA ZANELLA GIACOMO num.059; (z.d. 4)
VIA ZANOLI ALESSANDRO N. 10 ; (z.d. 9)
VIA ZANOLI ALESSANDRO N. 30 ; (z.d. 9)
VIA ZANTE N. 21 ingresso da via dalmazia; (z.d. 4)
VIA ZANTE N. 30 ; (z.d. 4)
VIA ZECCA VECCHIA N. 4 (z.d. 1)
VIA ZEZON ACHILLE N. 2 ; (z.d. 2)
VIA ZUCCOLI LUCIANO N. 26 ; (z.d. 2)
VIA ZUMBINI BONAVENTURA interno villaggio barona num.028; (z.d. 6)
VIA ZURETTI GIANFRANCO N. 11 ; (z.d. 2)
VIA ZURETTI GIANFRANCO N. 13 ; (z.d. 2)
VIA ZURETTI GIANFRANCO N. 25 ; (z.d. 2)
VIA ZURETTI GIANFRANCO N. 31 al secondo piano scala a; (z.d. 2)
VIA ZURETTI GIANFRANCO N. 35 (z.d. 2)
VIA ZURETTI GIANFRANCO N. 42 ; (z.d. 2)
VIA ZURETTI GIANFRANCO N. 49 ; (z.d. 2)
VIA ZURIGO N. 22 ; (z.d. 7)
VIE DELLA ROBBIA LUCA N. 8 ; (z.d. 8)
VLE ABRUZZI N. 16 ; (z.d. 3)
VLE ABRUZZI N. 25 ; (z.d. 3)
VLE ABRUZZI N. 44 ; (z.d. 3)
VLE ABRUZZI N. 64 ; (z.d. 3)
VLE ABRUZZI N. 68 (z.d. 3)
VLE ABRUZZI N. 78 ; (z.d. 3)
VLE ABRUZZI N. 79 ; (z.d. 3)
VLE ABRUZZI N. 83 ; (z.d. 3)
VLE ABRUZZI N. 89 ; (z.d. 3)
VLE ABRUZZI N. 91 ; (z.d. 3)
VLE ABRUZZI N. 92 ; (z.d. 3)
VLE AFFORI N. 10 ; (z.d. 9)
VLE ARETUSA N. 17 (z.d. 7)
VLE ARETUSA N. 19 ; (z.d. 7)
VLE ARETUSA N. 20 ; (z.d. 7)
VLE ARETUSA N. 30 (z.d. 7)
VLE ARETUSA N. 30 ; (z.d. 7)
VLE ARETUSA N. 34 ; (z.d. 7)
VLE ARGONNE N. 10 ; (z.d. 4)
VLE ARGONNE N. 11 ; (z.d. 3)
VLE ARGONNE N. 24 ; (z.d. 4)
VLE ARGONNE N. 3 acconciatore; (z.d. 3)
VLE ARGONNE N. 52 ; (z.d. 4)
VLE ARGONNE N. 53 ; (z.d. 3)
VLE BACCHIGLIONE N. 2 ; (z.d. 4)
VLE BEATRICE D'ESTE N. 49 ; (z.d. 1)
VLE BEATRICE D'ESTE N. 7 ; (z.d. 1)
VLE BEZZI ERGISTO N. 1 ; (z.d. 7)
VLE BEZZI ERGISTO N. 5 ; (z.d. 7)
VLE BEZZI ERGISTO N. 73 ang.via clefi; (z.d. 7)
VLE BEZZI ERGISTO N. 77 (z.d. 7)
VLE BEZZI ERGISTO N. 81 ; (z.d. 7)
VLE BIANCA MARIA N. 10 ; (z.d. 1)
VLE BIANCA MARIA N. 3 (z.d. 1)
VLE BLIGNY N. 2 ; (z.d. 5)
VLE BLIGNY N. 23 (z.d. 5)
VLE BLIGNY N. 25 in profumeria; (z.d. 5)
VLE BLIGNY N. 26 viale; (z.d. 5)
VLE BLIGNY N. 41 ; (z.d. 5)
VLE BLIGNY N. 44 ; (z.d. 5)
VLE BLIGNY N. 45 ; (z.d. 5)
VLE BLIGNY N. 50 ; (z.d. 5)
VLE BLIGNY N. 58 ; (z.d. 5)
VLE BODIO LUIGI N. 37 1øpiano interno palestra; (z.d. 9)
VLE BODIO LUIGI N. 6 ; (z.d. 9)
VLE BRENTA N. 39 ; (z.d. 4)
VLE BRENTA N. 6 ; (z.d. 4)
VLE BRENTA N. 7 ; (z.d. 4)
VLE BRENTA N. 8 ; (z.d. 4)
VLE BRIANZA N. 15 ; (z.d. 3)
VLE BRIANZA N. 19 (z.d. 3)
VLE BRIANZA N. 22 ; (z.d. 2)
VLE BRIANZA N. 23 ; (z.d. 2)
VLE BRIANZA N. 24 ; (z.d. 2)
VLE CA' GRANDA N. 2 ; (z.d. 9)
VLE CA' GRANDA N. 2 con ingresso via suzzani; (z.d. 9)
VLE CALDARA EMILIO N. 30 ; (z.d. 1)
VLE CALDARA EMILIO N. 33 ; (z.d. 1)
VLE CAMPANIA N. 20 ; (z.d. 4)
VLE CAMPANIA N. 26 estetista in profumeria; (z.d. 4)
VLE CAMPANIA N. 29 ; (z.d. 4)
VLE CAMPANIA N. 35 ; (z.d. 4)
VLE CAMPANIA N. 40 ; (z.d. 4)
VLE CAMPANIA N. 42 ; (z.d. 4)
VLE CAMPANIA N. 49 (z.d. 4)
VLE CASSALA N. 1 ; (z.d. 6)
VLE CASSALA N. 22 fuoriterra ed interrato; (z.d. 6)
VLE CASSALA N. 45 ; (z.d. 6)
VLE CASSIODORO N. 12 (z.d. 8)
VLE CASSIODORO N. 4 ; (z.d. 8)
VLE CATERINA DA FORLI' N. 1 ; (z.d. 6)
VLE CATERINA DA FORLI' N. 34 ; (z.d. 7)
VLE CATERINA DA FORLI' N. 36 ; (z.d. 7)
VLE CATERINA DA FORLI' N. 42 ; (z.d. 7)
VLE CATERINA DA FORLI' N. 58 ; (z.d. 7)
VLE CERTOSA N. 115 ; (z.d. 8)
VLE CERTOSA N. 121 ; (z.d. 8)
VLE CERTOSA N. 121 piano interrato; (z.d. 8)
VLE CERTOSA N. 139 (z.d. 8)
VLE CERTOSA N. 180 (z.d. 8)
VLE CERTOSA N. 236 ; (z.d. 8)
VLE CERTOSA N. 246 ; (z.d. 8)
VLE CERTOSA N. 27 ; (z.d. 8)
VLE CERTOSA N. 273 ; (z.d. 8)
VLE CERTOSA N. 277 ; (z.d. 8)
VLE CERTOSA N. 290 ; (z.d. 8)
VLE CERTOSA N. 36 ; (z.d. 8)
VLE CERTOSA N. 41 (z.d. 8)
VLE CERTOSA N. 41 ; (z.d. 8)
VLE CERTOSA N. 45 ; (z.d. 8)
VLE CERTOSA N. 60 ; (z.d. 8)
VLE CERTOSA interno palestra num.021a; (z.d. 8)
VLE CIRENE N. 15 ; (z.d. 4)
VLE COL DI LANA N. 1 (z.d. 5)
VLE COL DI LANA N. 1 ; (z.d. 5)
VLE COL DI LANA N. 12 ; (z.d. 5)
VLE COL DI LANA N. 2 ; (z.d. 5)
VLE COL DI LANA N. 5 ; (z.d. 5)
VLE COL DI LANA num.007a; (z.d. 5)
VLE CONI ZUGNA N. 10 ; (z.d. 7)
VLE CONI ZUGNA N. 14 ; (z.d. 7)
VLE CONI ZUGNA N. 37 ; (z.d. 1)
VLE CONI ZUGNA N. 39 ingr.via modestino; (z.d. 1)
VLE CONI ZUGNA N. 4 (z.d. 7)
VLE CONI ZUGNA N. 52 ; (z.d. 6)
VLE CONI ZUGNA N. 57 ; (z.d. 1)
VLE CONI ZUGNA N. 58 ; (z.d. 6)
VLE CONI ZUGNA N. 6 (z.d. 7)
VLE CONI ZUGNA N. 63 p.r. interno; (z.d. 1)
VLE CONI ZUGNA N. 7 ; (z.d. 1)
VLE CORSICA N. 1 ; (z.d. 4)
VLE CORSICA N. 12 ; (z.d. 4)
VLE CORSICA N. 16 (z.d. 4)
VLE CORSICA N. 16 ; (z.d. 4)
VLE CORSICA N. 35 ; (z.d. 4)
VLE CORSICA N. 41 ; (z.d. 4)
VLE CORSICA N. 42 ; (z.d. 4)
VLE CORSICA N. 58 ; (z.d. 4)
VLE CORSICA N. 59 ; (z.d. 4)
VLE CORSICA N. 64 ; (z.d. 4)
VLE CORSICA N. 7 ; (z.d. 4)
VLE CORSICA N. 81 (z.d. 4)
VLE CORSICA N. 81 ; (z.d. 4)
VLE CORSICA N. 91 (z.d. 4)
VLE CORSICA num.057a; (z.d. 4)
VLE CRISPI FRANCESCO N. 5A (z.d. 1)
VLE CRISPI FRANCESCO N. 9 ; (z.d. 1)
VLE CRISPI FRANCESCO num.005a; (z.d. 1)
VLE D'ANNUNZIO GABRIELE N. 1 (z.d. 1)
VLE D'ANNUNZIO GABRIELE N. 25 (z.d. 1)
VLE D'ANNUNZIO GABRIELE N. 3 ; (z.d. 1)
VLE DEI MILLE N. 70 ; (z.d. 3)
VLE DELL' INNOVAZIONE N. 13 ; (z.d. 9)
VLE DELLE RIMEMBRANZE DI GRECO N. 40 ; (z.d. 2)
VLE DELLE RIMEMBRANZE DI GRECO N. 8 (z.d. 2)
VLE DELLE RIMEMBRANZE DI GRECO num.00810; (z.d. 2)
VLE DELLE RIMEMBRANZE DI LAMBRATE N. 9 (z.d. 3)
VLE DORIA ANDREA N. 10 ; (z.d. 3)
VLE DORIA ANDREA N. 12 (z.d. 2)
VLE DORIA ANDREA N. 14 ; (z.d. 3)
VLE DORIA ANDREA N. 16 ; (z.d. 3)
VLE DORIA ANDREA N. 17 (z.d. 3)
VLE DORIA ANDREA N. 24 ; (z.d. 3)
VLE DORIA ANDREA N. 44 ; (z.d. 3)
VLE ESPINASSE CARLO N. 30 ; (z.d. 8)
VLE ESPINASSE CARLO N. 30 angolo via casella; (z.d. 8)
VLE ESPINASSE CARLO N. 43 ; (z.d. 8)
VLE ESPINASSE CARLO N. 84 ; (z.d. 8)
VLE ETIOPIA N. 4 ; (z.d. 6)
VLE ETIOPIA N. 7 ; (z.d. 6)
VLE FAENZA N. 2 ; (z.d. 6)
VLE FAENZA N. 25 ; (z.d. 6)
VLE FAMAGOSTA N. 2 ; (z.d. 6)
VLE FAMAGOSTA N. 21 (z.d. 6)
VLE FAMAGOSTA N. 23 ; (z.d. 6)
VLE FAMAGOSTA N. 25 ; (z.d. 6)
VLE FAMAGOSTA N. 36 ; (z.d. 6)
VLE FAMAGOSTA N. 40 ; (z.d. 6)
VLE FAMAGOSTA N. 48 (z.d. 6)
VLE FAMAGOSTA N. 48 ; (z.d. 6)
VLE FORLANINI ENRICO con ingr. da p.zza artigianato num.0509; (z.d. 4)
VLE FORLANINI ENRICO num.0505; (z.d. 4)
VLE GIAN GALEAZZO N. 6 ; (z.d. 5)
VLE GIOVANNI DA CERMENATE N. 24 ; (z.d. 5)
VLE GIOVANNI DA CERMENATE N. 37 piano rialzato; (z.d. 5)
