Tipo esercizio
 (Z.D. 9)
ACCONCIATORE
ACCONCIATORE;TIPO A - REG.2003
ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA
ACCONCIATORE;TIPO A ESTETICA MANUALE
ACCONCIATORE;TIPO A ESTETICA MANUALE;TIPO B CENTRO DI ABBRONZATURA
BARBIERE
CENTRO ABBRONZATURA
CENTRO BENESSERE
CENTRO BENESSERE;TIPO A - REG.2003
CENTRO MASSAGGI
CENTRO MASSAGGI;CENTRO BENESSERE
ESECUZIONE DI TATUAGGI E PIERCING
ESTETISTA
ESTETISTA IN PROFUMERIA;TIPO A ESTETICA MANUALE;TIPO D ESTET.APPAR.ELETTROMECC;TIPO C TRATT.ESTETICI DIMAGRIM
ESTETISTA;MANICURE;PEDICURE ESTETICO
ESTETISTA;PARRUCCHIERE PER SIGNORA
ESTETISTA;PEDICURE ESTETICO
MANICURE;PARRUCCHIERE PER SIGNORA
PARRUCCHIERE MISTO
PARRUCCHIERE MISTO;TIPO A - REG.2003
PARRUCCHIERE MISTO;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA
PARRUCCHIERE MISTO;TIPO A ESTETICA MANUALE
PARRUCCHIERE PER SIGNORA
PARRUCCHIERE PER SIGNORA;ACCONCIATORE
PARRUCCHIERE PER SIGNORA;ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA
PARRUCCHIERE PER SIGNORA;PARRUCCHIERE PER SIGNORA
PARRUCCHIERE PER SIGNORA;TIPO A - REG.2003
PARRUCCHIERE PER SIGNORA;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA
PARRUCCHIERE PER SIGNORA;TIPO A ESTETICA MANUALE
PARRUCCHIERE PER SIGNORA;TIPO A ESTETICA MANUALE;TIPO B CENTRO DI ABBRONZATURA
PARRUCCHIERE PER SIGNORA;TIPO A ESTETICA MANUALE;TIPO C TRATT.ESTETICI DIMAGRIM
PARRUCCHIERE PER SIGNORA;TIPO A ESTETICA MANUALE;TIPO C TRATT.ESTETICI DIMAGRIM;TIPO B CENTRO DI ABBRONZATURA
PARRUCCHIERE PER SIGNORA;TIPO A ESTETICA MANUALE;TIPO D ESTET.APPAR.ELETTROMECC;TIPO B CENTRO DI ABBRONZATURA
PARRUCCHIERE PER SIGNORA;TIPO A ESTETICA MANUALE;TIPO D ESTET.APPAR.ELETTROMECC;TIPO C TRATT.ESTETICI DIMAGRIM
PARRUCCHIERE PER SIGNORA;TIPO A ESTETICA MANUALE;TIPO D ESTET.APPAR.ELETTROMECC;TIPO C TRATT.ESTETICI DIMAGRIM;TIPO B CENTRO DI ABBRONZATURA
PARRUCCHIERE PER SIGNORA;TIPO A-B-C-D
PARRUCCHIERE PER SIGNORA;TIPO C TRATT.ESTETICI DIMAGRIM
PARRUCCHIERE PER SIGNORA;TIPO D ESTET.APPAR.ELETTROMECC;TIPO C TRATT.ESTETICI DIMAGRIM
PARRUCCHIERE PER UOMO
PARRUCCHIERE PER UOMO;ACCONCIATORE
PARRUCCHIERE PER UOMO;ESTETISTA
PARRUCCHIERE PER UOMO;MANICURE;PEDICURE ESTETICO
PARRUCCHIERE PER UOMO;PARRUCCHIERE PER SIGNORA
PARRUCCHIERE PER UOMO;PARRUCCHIERE PER SIGNORA;PARRUCCHIERE MISTO
PARRUCCHIERE PER UOMO;PARRUCCHIERE PER SIGNORA;PARRUCCHIERE MISTO;TIPO A ESTETICA MANUALE;TIPO C TRATT.ESTETICI DIMAGRIM;TIPO B CENTRO DI ABBRONZATURA
PARRUCCHIERE PER UOMO;PARRUCCHIERE PER SIGNORA;TIPO A - REG.2003
